Chosen_category,Complaint Description,Predicted category 1,Predicted category 2,Predicted category 3
Unauthorised Food Selling   Preparation,There is this white stray dog which bites every guest or newbie or people like  postman  delivery boys etc in 9th cross  2nd main padmanabhanagar bsk2nd stage -560070 ... Complained so many times to bbmp .. No Action taken .. They say they will only give treatment and drop it back..,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,Location : BTM   stage 2   Near micro layout police station  Bangalore.\n\nIssue : It really tough to go by vehicles in these sourrounding areas   While going lot of dogs are running back to vehicles and many accidents are happened due to this(Especially during nights),Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,Too many stray dog in our locality Over 20+ in just two roads. \nOver 7 dog bite incident in last 3 weeks. \nLocality: 2nd & 3rd cross ITI layout 3rd phase   Opp R R Nagar ARCH. Mysore road. \nIts getting tougher to even walk on the roads.\nPlease catch these dogs and help us to feel releaved,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,Dear Sir \n\nWe are resident of Reliable Lakedew Residency  layout adajacent to Haralur Lake. 2-3 years back  authorities have started Haralur lake renovation work . But after partial renovation work Haralur Lake development  has been  Abondened. Thay have removed our layout fancing ( new fancing was supposed to installed after development) also. Now lake is in very bad condition. \nWe request this group  if it is possible to present this complaint to appropriate authorities and get renovation work completed.\n\nThanks \nPrahlad,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Unauthorised Food Selling   Preparation,there are so many dogs they always bark  we can sleep in night we already complaint but we didnt get any responce.\n isro quarters near hmt watch fact.jalahalli-13,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Bad Patches,Has been driving rashly in jam and continously honking,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,Person falling in Manhole
Unauthorised Food Selling   Preparation,HI Guys \n\nRecently from Dalmia circle to Bannerghatta road is blocked  we cant take right from signal.,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Cleaning of P.S.C. block channels,The lake on Anjanapura road is full of weeds and is highly polluted.\nThis lake was cleaned about 5 years back and no proper maintenance is carried out. \ncan the relevant authorities take note of this and get this cleaned.,Cleaning of P.S.C. block channels,Pre-monsoon works halted,Unauthorised Food Selling   Preparation
Providing removing replacing dustbins,Hi Team \n\nBBMP lorry came to pick up garbage but said they would not pick up the garbage from 5th cross road and they will only pick up from main road. Despite regular complaints no action has been taken and its creating a menace resulting in lot of mosquitos in our apartment and also leaving a bad odour. Request you to please help us with the same on priority..this garbage pileup is their in front of our building for over 2 months now,Providing removing replacing dustbins,Garbage not lifted from house gully,Collection point not attended properly
Providing removing replacing dustbins,Hi Team \n\nBBMP lorry came to pick up garbage but said they would not pick up the garbage from 5th cross road and they will only pick up from main road. Despite regular complaints no action has been taken and its creating a menace resulting in lot of mosquitos in our apartment and also leaving a bad odour. Request you to please help us with the same on priority..this garbage pileup is their in front of our building for over 2 months now,Providing removing replacing dustbins,Garbage not lifted from house gully,Collection point not attended properly
Drainage chokes and blockages,I live very close to the sai baba temple and on Thursday\'s patrons park their vehicles in front of our gate making it impossible to remove our vehicles from our compounds and when they return to their vehicles they eat their prasad and throw the bowls in front of our houses. moreover they argue with the residents of the area and cause a lot of commotion.,Drainage chokes and blockages,Private Land   Building   Society   Factories,Replacement of missing damaged manholes covers
Proper electric supply to municipal properties,Ward -73   Chowdeshwarinagar 3rd Main  5th Cross  Near Shaneshwara Temple  Police Chowki  Laggere - 560058.\nStreet lights are not working from past 5 days   Due to bad road conditions residents  are not able to walk  residents have to face trouble in the pitch dark colony. This can also attracted troublemakers who will be waiting for there opportunity. Please help to resolve the issue as soon as possible.,Proper electric supply to municipal properties,Minor repairs to municipal property,Major repairs to municipal property
Bad Patches,Dear Sir/Madam \nThe vehicles on the street are extremely loud  almost ear splitting. Kindly take action. We have a lot of senior citizens living in this area & the noise is a nuisance. I\'m sure the sound of these vehicles are above the allowed sound decibels  almost double I can say. The problem should be solved at the root. Some rules have to come into force starting from the manufacturers of these vehicles to the local garages which help the youngsters in increasing the sound of their vehicles. Please resolve this for good. Thank you,Bad Patches,Sweeping of road,Bad patches potholes on roads
